brand,topupdate,activationdate,Full ICCID,offmgrid,bundlecode,TopupSeq, Spiff 
LMPLUS,2015-02-23,2015-02-23,8919601000115297091,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-18,8919601000115297026,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-05,2015-02-05,8919601000114721307,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-14,2015-02-14,8919601000114720895,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-02,8919601000114720267,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114720119,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-20,8919601000114719863,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-04,2015-02-04,8919601000114719574,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114719558,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114719301,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-25,8919601000106377621,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114719152,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114718717,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000114703883,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-18,8919601000114702893,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-07,8919601000114702588,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702570,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114702158,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000114702125,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-15,2015-02-15,8919601000114721398,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114720622,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-01,2015-02-01,8919601000114720291,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000114719897,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114719889,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-23,8919601000114719780,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114719673,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114719418,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114719095,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-24,8919601000114718964,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000114718956,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114718600,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000114718188,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-23,8919601000114703982,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000114703586,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-10,8919601000114703263,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114703115,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702968,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702703,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702398,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-20,8919601000115296341,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-05,2015-02-05,8919601000114720945,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-11,8919601000114720929,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-10,8919601000114720382,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114719723,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114719442,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-15,2015-02-15,8919601000114719434,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114719400,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000114718816,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-23,8919601000114718576,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114718469,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-13,8919601000114718352,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-20,8919601000114718253,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114703347,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000114703198,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-08,2015-02-08,8919601000114703149,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702638,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114702539,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-18,8919601000114702471,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-20,8919601000114702075,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000115297208,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-25,8919601000115297158,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-08,2015-02-08,8919601000108178902,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-13,2015-02-13,8919601000114721521,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114720705,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-30,2015-01-30,8919601000114720663,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-31,2015-01-31,8919601000114720440,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-11,8919601000114720358,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-02,8919601000114720317,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-31,2015-01-31,8919601000114720275,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-30,2015-02-01,8919601000114720234,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000114719855,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000114719798,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114719533,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114719426,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-06,8919601000114719384,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-12,8919601000114719368,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-23,8919601000114719269,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-19,8919601000114718923,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-21,8919601000114718832,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-12,8919601000114718261,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-18,8919601000114718220,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-25,8919601000114713965,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114703503,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114703453,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-22,8919601000114703404,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114703354,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-07,8919601000114703271,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-20,2015-02-20,8919601000114703255,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-05,2015-02-06,8919601000114702976,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-03,2015-02-04,8919601000114702836,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000114702331,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-24,2015-02-24,8919601000114702042,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-25,8919601000114702034,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-06,8919601000114720994,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-30,2015-01-30,8919601000114720903,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-23,8919601000114720788,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-17,8919601000114720648,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-12,8919601000114719731,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114719699,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-14,2015-02-14,8919601000106377654,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-11,2015-02-12,8919601000114719475,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000114718782,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-17,8919601000114718774,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-05,2015-02-06,8919601000106391630,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-05,2015-02-06,8919601000106391754,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000106391978,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-24,2015-02-25,8919601000114718501,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-18,8919601000114718279,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-06,8919601000114703735,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-08,2015-02-09,8919601000114703214,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000114702687,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-07,8919601000114702513,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000114702216,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-15,2015-02-21,8919601000106391366,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-24,2015-02-25,8919601000106391341,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-26,8919601000106376656,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-26,2015-01-27,8919601000105216556,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000105216515,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-31,2015-01-31,8919601000108178613,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-12,8919601000105216374,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-09,2015-02-09,8919601000105216218,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-23,2015-02-24,8919601000105210328,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-29,2015-01-30,8919601000105197384,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000105197137,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-06,8919601000105196857,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-02,8919601000105149989,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-01,8919601000105149120,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000105148882,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-01,2015-02-01,8919601000105148007,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-13,2015-02-13,8919601000105147579,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-17,8919601000105146233,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-10,2015-02-11,8919601000105146126,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-27,2015-01-27,8919601000105145722,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-06,8919601000105144808,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-02,2015-02-02,8919601000105144717,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-29,2015-02-03,8919601000105144550,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-15,2014-12-06,8919601000108179546,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-29,2015-01-29,8919601000108178977,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-26,2015-01-26,8919601000108179314,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-19,8919601000108178530,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-21,2015-02-21,8919601000106391671,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-25,2015-02-26,8919601000106391333,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-11,2015-02-11,8919601000106377803,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-03,2015-02-03,8919601000105144444,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000105144303,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-10,2015-02-10,8919601000105142802,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-19,8919601000105142349,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-19,2015-02-21,8919601000105779728,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-28,2015-01-28,8919601000106376623,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-09,2015-02-09,8919601000105216200,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-08,8919601000105216192,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-10,NULL,8919601000105216184,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-08,2015-02-08,8919601000105215327,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-09,2015-02-11,8919601000105210377,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-17,2015-02-17,8919601000105197129,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-18,2015-02-18,8919601000105197111,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-12,2015-02-12,8919601000105196881,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-27,2015-01-27,8919601000105196824,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-09,2015-02-09,8919601000105149971,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-31,2015-01-31,8919601000105149195,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-08,2015-02-08,8919601000105148890,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-27,2015-01-27,8919601000105147231,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-01,2015-02-01,8919601000105146951,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000105146225,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-07,2015-02-08,8919601000105145524,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-13,2015-02-15,8919601000105145029,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-06,2015-02-06,8919601000105144956,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-04,2015-02-05,8919601000105144790,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-16,8919601000105144782,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-28,2015-01-26,8919601000105144154,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-16,2015-02-17,8919601000105143669,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-31,2015-01-31,8919601000105143545,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-01-29,2015-01-29,8919601000105142513,AHPREPAIDSOLUTIONS,2029,1st_activation, $20.00 
LMPLUS,2015-02-24,2015-02-24,8919601000115296788,AHPREPAIDSOLUTIONS,2035,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000108178969,AHPREPAIDSOLUTIONS,2035,1st_activation, $20.00 
LMPLUS,2015-02-22,2015-02-22,8919601000115296762,AHPREPAIDSOLUTIONS,2035,1st_activation, $20.00 
LMPLUS,2015-02-01,2015-02-01,8919601000105144519,AHPREPAIDSOLUTIONS,2039,1st_activation, $25.00 
LMPLUS,2015-02-03,2015-02-03,8919601000105144246,AHPREPAIDSOLUTIONS,2039,1st_activation, $25.00 
LMPLUS,2015-02-20,2015-02-20,8919601000114718238,AHPREPAIDSOLUTIONS,2039,1st_activation, $25.00 
LMPLUS,2015-01-31,2015-01-31,8919601000114703016,AHPREPAIDSOLUTIONS,2039,1st_activation, $25.00 
LMPLUS,2015-02-19,2015-02-19,8919601000105802983,AHPREPAIDSOLUTIONS,2039,1st_activation, $25.00 
